Kayu,Bahan dasar biochar,Organik Energi,Limbah kayu dikarbonisasi pada suhu tinggi dan rendah oksigen untuk menghasilkan biochar yang menyuburkan tanah. 
Kayu,Penggunaan kembali untuk keperluan bangunan sementara,Organik,Kayu bekas sering digunakan kembali dalam proyek bangunan sementara seperti pagar proyek atau sekat kerja. 
Sampah Elektronik,Daur ulang logam mulia,Anorganik Daur Ulang,Perangkat elektronik mengandung logam seperti emas dan tembaga yang dapat diekstraksi dan didaur ulang. 
Sampah Elektronik,Donasi perangkat bekas yang masih berfungsi,Anorganik,Gadget lama yang masih bisa digunakan dapat didonasikan ke lembaga pendidikan atau komunitas. 
Sampah Elektronik,Refurbish atau peremajaan,Anorganik,Laptop dan HP bekas bisa direkondisi (refurbish) untuk digunakan kembali oleh pengguna lain. 
Sampah Elektronik,E-waste drop box,Anorganik,Beberapa kota menyediakan kotak drop box khusus untuk menampung sampah elektronik secara aman. 
Sampah Elektronik,Pembuangan melalui lembaga resmi,Anorganik,Sampah elektronik harus dikirim ke fasilitas pengelolaan limbah B3 agar tidak mencemari lingkungan. 
Sampah Elektronik,Upcycling menjadi produk seni,Anorganik Kreatif,Komponen elektronik bekas seperti motherboard digunakan untuk membuat lukisan atau hiasan dinding. 
Sampah Elektronik,Ekstraksi baterai lithium,Anorganik,Baterai dari ponsel dan laptop dapat diproses untuk diambil kembali lithium-nya. 
Sampah Elektronik,Edukasi bahaya limbah elektronik,Anorganik,Kampanye dilakukan untuk mengedukasi masyarakat tentang bahaya bahan beracun dalam limbah elektronik. 
Sampah Elektronik,Insinerasi terkendali untuk limbah tidak dapat didaur ulang,Anorganik,Limbah elektronik tertentu dibakar pada suhu tinggi dengan kontrol emisi untuk menghindari racun lepas ke udara. 
Pakaian,Donasi ke panti asuhan atau yayasan,Organik,Pakaian layak pakai dapat didonasikan ke mereka yang membutuhkan melalui berbagai lembaga sosial. 
Pakaian,Pembuatan serat daur ulang,Organik Daur Ulang,Pakaian berbahan poliester atau katun dapat diurai menjadi serat tekstil baru untuk membuat kain. 
Pakaian,Workshop kreatif untuk komunitas,Organik Kreatif,Komunitas mengadakan lokakarya untuk mengajarkan cara menyulap pakaian bekas menjadi produk bernilai jual. 
Pakaian,Penjualan thrift,Organik,Pakaian bekas yang masih bagus dijual kembali secara daring atau di toko pakaian bekas (thrift shop). 
Pakaian,Kompos pakaian berbahan alami,Organik,Bahan alami seperti wol dan katun dapat dikomposkan dalam waktu lama sebagai bagian dari pengelolaan limbah organik. 
Pakaian,Pameran seni tekstil,Organik Kreatif,Seniman menggunakan limbah tekstil untuk menciptakan instalasi seni bertema keberlanjutan. 
Pakaian,Penyerapan minyak,Organik,Kain bekas bisa digunakan dalam situasi darurat untuk menyerap tumpahan minyak atau bahan kimia. 
Pakaian,Pembuatan boneka atau bantal,Organik Kreatif,Potongan pakaian bekas bisa dijahit menjadi boneka edukatif atau bantal kecil daur ulang. 
Daun,Pembuatan kompos,Organik,Daun kering dikumpulkan dan difermentasi menjadi pupuk kompos alami. 
Daun,Penutup tanah (mulsa),Organik,Daun digunakan sebagai mulsa untuk menjaga kelembaban tanah dan mengurangi pertumbuhan gulma. 
Daun,Pakan ternak,Organik,Beberapa jenis daun hijau seperti daun jagung dapat dijadikan pakan untuk hewan ternak. 
Daun,Pembuatan eco-print,Organik Kreatif,Daun digunakan dalam teknik pencetakan alami pada kain atau kertas. 
Daun,Bahan pembungkus alami,Organik,Daun pisang dan daun jati bisa digunakan sebagai pembungkus makanan ramah lingkungan. 
Daun,Pengolahan biogas,Organik Energi,Daun yang membusuk dapat menjadi bahan baku biogas dalam sistem biodigester. 
Daun,Edukasi daur ulang organik,Organik,Sekolah sering menggunakan daun untuk praktik pembuatan kompos dalam edukasi lingkungan. 
Kardus,Daur ulang menjadi kertas daur ulang,Anorganik Daur Ulang,Kardus bekas dihancurkan dan dicetak ulang menjadi karton atau kertas baru. 
Kardus,Penggunaan ulang sebagai kemasan,Anorganik,Kardus bekas dapat digunakan kembali untuk mengemas barang atau penyimpanan. 
Kardus,Bahan edukasi anak,Anorganik Kreatif,Kardus digunakan dalam kegiatan belajar anak sebagai media eksplorasi bentuk dan kreativitas. 
Kardus,Bahan dasar insulasi sementara,Anorganik,Kardus dilapisi aluminium foil digunakan untuk isolasi termal sederhana. 
Kardus,Pengolahan oleh bank sampah,Anorganik,Kardus bekas dikumpulkan dan dijual ke pengepul daur ulang melalui bank sampah. 
Kardus,Penyumbang bahan bakar RDF,Anorganik Energi,Kardus yang tidak bisa didaur ulang dimanfaatkan sebagai bahan bakar alternatif (Refuse Derived Fuel). 
Kardus,Pembuatan pulp untuk seni kertas,Anorganik Kreatif,Kardus dihancurkan jadi pulp untuk membuat karya seni atau kerajinan kertas daur ulang. 
Kertas,Penggunaan ulang sisi kosong,Anorganik,Kertas satu sisi dapat digunakan kembali untuk mencetak atau mencatat. 
Kertas,Origami dan seni lipat kertas,Anorganik Kreatif,Kertas bekas digunakan untuk membuat origami atau hiasan kertas. 
Kertas,Pembuatan briket kertas,Anorganik Energi,Kertas direndam dan dipadatkan menjadi briket sebagai bahan bakar alternatif. 
Kertas,Bahan isolasi sederhana,Anorganik,Kertas berlapis digunakan untuk menahan panas dalam kemasan makanan atau dinding sederhana. 
Kertas,Kompos kertas tanpa tinta berbahaya,Organik,Kertas coklat atau tidak berwarna dapat dikomposkan sebagai tambahan bahan karbon. 
Logam,Penjualan ke pengepul,Anorganik,Kaleng atau logam bekas dijual ke pengepul untuk didaur ulang. 
Logam,Pembuatan karya seni dari logam,Anorganik Kreatif,Logam bekas dibentuk menjadi patung atau ornamen artistik. 
Logam,Penggunaan kembali logam konstruksi,Anorganik,Besi bekas konstruksi digunakan kembali untuk proyek pembangunan sederhana. 
Logam,Pengolahan scrap industri,Anorganik,Sisa logam dari industri dijual sebagai scrap untuk industri pengecoran. 
Logam,Insinerasi residu logam non-daur ulang,Anorganik,Limbah logam tak bisa didaur ulang dibakar di insinerator khusus logam. 
Logam,Edukasi pengolahan logam daur ulang,Anorganik,Lembaga pendidikan mengajarkan proses daur ulang logam dan manfaatnya. 
Sampah Makanan,Pembuatan kompos dapur,Organik,Sisa makanan sayur dan buah dijadikan kompos menggunakan ember komposter. 
Sampah Makanan,Pemberian sisa makanan ke ternak,Organik,Sisa makanan layak dapat diberikan ke hewan seperti ayam dan bebek. 
Sampah Makanan,Pengurangan dengan belanja bijak,Organik,Edukasi mengajarkan cara belanja sesuai kebutuhan agar tidak menyisakan makanan. 
Sampah Makanan,Pembuatan eco enzyme,Organik Kreatif,Sisa buah difermentasi menjadi cairan pembersih serbaguna alami. 
Sampah Makanan,Biokonversi dengan maggot,Organik Energi,Sisa organik dijadikan pakan larva maggot untuk produksi pakan ternak berprotein. 
Sampah Makanan,Distribusi makanan berlebih,Organik,Lembaga sosial menyalurkan makanan berlebih dari restoran ke yang membutuhkan. 
Sampah Makanan,Pengolahan biogas rumah tangga,Organik Energi,Sisa makanan difermentasi untuk menghasilkan gas metana di biodigester skala kecil. 
Sampah Makanan,Kampanye zero waste food,Organik,Edukasi masyarakat untuk memanfaatkan seluruh bagian bahan makanan agar tidak ada limbah. 
Alas Kaki,Donasi,Sosial,"Jika alas kaki masih dalam kondisi layak pakai, pertimbangkan untuk menyumbangkannya ke organisasi amal, panti asuhan, atau komunitas yang membutuhkan. Ini memberikan manfaat langsung kepada masyarakat yang kekurangan."
Alas Kaki,Daur Ulang Karet,Recycle,"Alas kaki berbahan dasar karet dapat dikirim ke fasilitas daur ulang yang mengolah karet menjadi bahan baku untuk alas olahraga, ubin karet, atau pelapis jalan."
Alas Kaki,Kerajinan Ulang,Upcycle,"Alas kaki bekas, terutama berbahan unik atau warna mencolok, dapat dijadikan bahan kerajinan seperti pot tanaman gantung, dekorasi taman, atau karya seni."
Alas Kaki,Reparasi dan Gunakan Kembali,Reuse,"Jika kerusakan tidak terlalu parah, alas kaki bisa diperbaiki dan digunakan kembali, misalnya dengan menjahit bagian sobek atau mengganti sol."
Alas Kaki,Penggilingan Industri,Recycle,"Dalam skala besar, alas kaki dapat digiling untuk diambil materialnya dan digunakan kembali dalam proses manufaktur alas kaki baru atau produk serupa."
Alas Kaki,Energi dari Limbah,Energi,Sebagian bahan sintetis dari alas kaki dapat dijadikan bahan bakar alternatif melalui proses insinerasi di fasilitas WtE (Waste to Energy).
Daun,Komposting,Organik,"Daun kering dan basah merupakan bahan organik yang sangat cocok untuk kompos rumah tangga atau kompos skala industri, memperkaya tanah dengan unsur hara alami."
Daun,Pembuatan Mulsa,Pertanian,"Daun kering dapat dijadikan mulsa, yaitu lapisan penutup tanah yang membantu mempertahankan kelembaban, mengurangi erosi, dan menghambat pertumbuhan gulma."
Daun,Bioenergi,Energi,"Daun yang dikumpulkan dalam jumlah besar dapat digunakan dalam biodigester untuk menghasilkan biogas, sebagai sumber energi terbarukan."
Daun,Pakan Ternak,Pertanian,Beberapa jenis daun (misalnya daun pisang atau singkong) dapat dimanfaatkan sebagai pakan alternatif untuk hewan ternak.
Daun,Bahan Baku Kertas Daur Ulang,Recycle,"Dalam penelitian tertentu, daun telah dimanfaatkan sebagai bahan dasar untuk pembuatan kertas daur ulang atau kemasan ramah lingkungan."
Kaca,Daur Ulang Kaca,Recycle,"Kaca yang bersih dapat dilebur kembali menjadi produk kaca baru seperti botol, jendela, atau peralatan dapur. Ini menghemat energi dibanding membuat kaca dari bahan mentah."
Kaca,Pembuatan Kerajinan Mozaik,Upcycle,"Pecahan kaca dapat dimanfaatkan sebagai bahan untuk kerajinan seni mozaik, dekorasi taman, atau furnitur beraksen kaca."
Kaca,Penggunaan Ulang,Reuse,"Botol dan wadah kaca yang masih utuh bisa digunakan kembali untuk menyimpan makanan, bumbu dapur, atau air minum."
Kaca,Bahan Campuran Konstruksi,Konstruksi,Serpihan kaca dapat digunakan sebagai agregat dalam beton untuk meningkatkan kekuatan serta tampilan estetis permukaan bangunan.
Kaca,Ekspor Bahan Baku,Industri,"Di beberapa negara, kaca bekas dikumpulkan dan diekspor sebagai bahan baku untuk pabrik kaca luar negeri."
Kain Pakaian,Donasi Sosial,Sosial,"Pakaian layak pakai bisa disumbangkan ke lembaga kemanusiaan, panti asuhan, atau komunitas pengungsi, memberikan manfaat langsung pada yang membutuhkan."
Kain Pakaian,Daur Ulang Tekstil,Recycle,"Pakaian rusak dapat dihancurkan menjadi serat baru untuk dijadikan bahan isolasi, karpet, atau pelapis kendaraan."
Kain Pakaian,Pembuatan Tas dan Aksesori,Upcycle,"Potongan kain bisa diolah menjadi barang baru seperti tas belanja ramah lingkungan, boneka, atau selimut tambal sulam."
Kain Pakaian,Pembersih Industri,Reuse,Pakaian yang tidak bisa dipakai lagi dapat dipotong menjadi kain lap untuk keperluan pembersihan di bengkel atau pabrik.
Kain Pakaian,Kompos Tekstil Alami,Organik,"Kain berbahan alami (seperti katun, linen, wol) bisa dikomposkan jika tidak mengandung bahan kimia sintetis."
Kain Pakaian,Bank Pakaian,Kolektif,Beberapa komunitas menyediakan bank pakaian untuk redistribusi atau upcycle kolektif.
Kardus,Daur Ulang Menjadi Kertas Baru,Recycle,"Kardus bekas dapat dikumpulkan dan dikirim ke fasilitas daur ulang di mana mereka akan dihancurkan, dicampur dengan air untuk membentuk bubur kertas, disaring dari tinta atau perekat, dan kemudian dicetak kembali menjadi lembaran kertas baru atau produk kardus daur ulang. Ini adalah metode ramah lingkungan yang mengurangi kebutuhan akan kayu baru dan membantu menyelamatkan pohon."
Kardus,Gunakan Ulang untuk Pengemasan,Reuse,"Kardus yang masih dalam kondisi baik dapat digunakan kembali untuk keperluan pengemasan barang, baik dalam skala rumah tangga maupun bisnis. Ini mengurangi limbah sekaligus menghemat biaya."
Kardus,Bahan Kerajinan Anak,Upcycle,"Kardus bisa dijadikan bahan kreatif untuk proyek kerajinan anak-anak di sekolah atau rumah, seperti membuat rumah-rumahan, kendaraan mainan, atau dekorasi tematik, yang juga mendorong pendidikan lingkungan."
Kardus,Komposting Terbatas,Organik,Kardus cokelat polos tanpa tinta atau pelapis plastik dapat dipotong kecil-kecil dan ditambahkan ke kompos sebagai bahan karbon (coklat) yang membantu menyeimbangkan kompos organik yang kaya nitrogen.
Kayu,Daur Ulang menjadi Furnitur,Recycle,"Kayu bekas dari palet, peti kemas, atau bangunan tua bisa dikumpulkan, dibersihkan, dan dimodifikasi menjadi furnitur baru seperti meja, rak, atau kursi. Ini tidak hanya menghemat sumber daya alam tetapi juga mendorong penggunaan kayu berkelanjutan."
Kayu,Penggunaan sebagai Bahan Bakar,Energi,"Kayu kering yang tidak terkontaminasi dapat digunakan sebagai bahan bakar alternatif di perapian, tungku biomassa, atau industri yang menggunakan sistem pembakaran. Ini merupakan sumber energi terbarukan bila digunakan secara berkelanjutan."
Kayu,Pembuatan Mulsa Kayu,Pertanian,Kayu dapat dihancurkan menjadi serpihan untuk digunakan sebagai mulsa dalam pertanian atau taman. Mulsa kayu membantu mempertahankan kelembaban tanah dan menghambat pertumbuhan gulma.
Kayu,Kerajinan Tangan dan Dekorasi,Upcycle,"Potongan kayu kecil dapat digunakan untuk membuat pernak-pernik dekorasi rumah, ukiran seni, atau alat bantu edukatif di sekolah. Ini memberi nilai tambah dari sisa bahan bangunan atau mebel lama."
Kertas,Daur Ulang Menjadi Kertas Baru,Recycle,"Kertas bekas dapat dihancurkan dan dijadikan bubur kertas untuk dicetak ulang menjadi kertas baru, mengurangi ketergantungan pada kayu sebagai bahan mentah dan menurunkan emisi dari industri pulp dan kertas."
Kertas,Digunakan Ulang sebagai Kertas Buram,Reuse,"Kertas yang hanya tercetak satu sisi masih dapat digunakan sebagai kertas buram atau draf untuk mencatat, menggambar, atau tugas rumah tangga lainnya."
Kertas,Kompos Organik,Organik,Kertas tanpa tinta berbahaya dapat dimasukkan ke kompos sebagai sumber karbon. Ini membantu proses pengomposan lebih seimbang dan efisien.
Kertas,Pembuatan Bahan Bakar Briket,Energi,"Kertas bekas dapat diolah menjadi briket sebagai bahan bakar alternatif untuk memasak, terutama di daerah yang sulit mendapatkan energi komersial."
Logam,Daur Ulang di Industri Peleburan,Recycle,"Logam seperti aluminium dan baja sangat berharga dan mudah didaur ulang. Logam bekas dikumpulkan, dilebur, dan dicetak kembali menjadi produk baru seperti kaleng, suku cadang otomotif, atau bahan bangunan."
Logam,Penggunaan Kembali untuk Kerajinan,Upcycle,"Beberapa logam seperti kaleng dapat dibersihkan dan dimodifikasi menjadi tempat alat tulis, pot bunga, atau kerajinan dekoratif, mengurangi limbah dan memberi nilai estetika."
Logam,Pemanfaatan dalam Proyek STEM,Edukasi,"Potongan logam dapat digunakan sebagai bahan eksperimen dalam pendidikan sains dan teknologi, seperti magnetisme, penghantar listrik, atau robotik sederhana."
Logam,Pembuatan Alat Tukang Sederhana,Reuse,Logam yang cukup kuat bisa dipotong dan diasah untuk dijadikan alat bantu pertukangan atau pertanian skala kecil.
Plastik,Ecobrick,Recycle,Memadatkan sampah plastik bersih dan kering ke dalam botol plastik hingga keras. Ecobrick dapat digunakan sebagai material bangunan alternatif untuk struktur non-struktural.
Plastik,Pemulihan Energi,Energi,Plastik memiliki nilai kalori tinggi dan bisa dibakar dalam insinerator khusus untuk menghasilkan energi (listrik atau panas). Proses ini perlu dilakukan dengan teknologi yang tepat untuk mengendalikan emisi.
Plastik,Pengurangan,Reduce,"Cara terbaik adalah mengurangi penggunaan plastik sejak awal. Pilih produk dengan kemasan minimal atau tanpa plastik, bawa tas belanja sendiri, dan hindari plastik sekali pakai."
Plastik,Daur Ulang Industri,Recycle,"Plastik diklasifikasikan berdasarkan resin-nya (kode 1-7), lalu diproses sesuai jenis: PET, HDPE, dll. Setelah dibersihkan, plastik dilelehkan untuk dijadikan produk baru seperti ember, kursi, atau serat tekstil."
Sampah Elektronik,Pemulihan Komponen Elektronik,Recycle,"Perangkat elektronik seperti ponsel, komputer, dan TV mengandung logam langka (seperti emas, tembaga, dan lithium) yang bisa dipisahkan dan digunakan kembali di industri teknologi baru."
Sampah Elektronik,Donasi atau Refurbish,Reuse,Perangkat yang masih bisa diperbaiki dapat disumbangkan ke sekolah atau komunitas untuk dimanfaatkan kembali setelah diperbarui (refurbished).
Sampah Elektronik,Pengumpulan di E-Waste Center,Industri,Banyak kota menyediakan pusat pengumpulan limbah elektronik tempat masyarakat bisa membuang perangkat elektronik dengan aman untuk pengolahan yang bertanggung jawab.
Sampah Elektronik,Penghancuran Data Aman,Keamanan,"Sebelum mendaur ulang perangkat elektronik, penting untuk memastikan semua data dihapus dengan aman melalui proses digital wiping atau penghancuran fisik hard drive."
Sampah makanan,Komposting Rumah Tangga,Organik,"Sisa makanan seperti sayur, buah, nasi, dan kulit telur bisa dikomposkan di rumah untuk menghasilkan pupuk alami yang subur dan membantu mengurangi volume sampah organik ke TPA."
Sampah makanan,Biodigester untuk Biogas,Energi,"Sampah organik dapat dimasukkan ke dalam biodigester anaerobik yang mengubahnya menjadi gas metana, sumber energi yang dapat digunakan untuk memasak atau penerangan rumah."
Sampah makanan,Bank Makanan,Sosial,Makanan layak konsumsi yang berlebih dari restoran atau toko bisa disumbangkan ke bank makanan untuk didistribusikan ke masyarakat yang membutuhkan.
Sampah makanan,Pakan Ternak,Pertanian,"Sisa makanan yang belum tercemar atau rusak bisa digunakan sebagai pakan ternak untuk ayam, kambing, atau babi, mengurangi limbah sekaligus menekan biaya peternakan."
Sterofoam,Penggunaan Ulang sebagai Isolasi,Reuse,Styrofoam bekas bisa digunakan kembali sebagai bahan isolasi suara atau panas pada bangunan kecil atau perabot rumah tangga sederhana.
Sterofoam,Daur Ulang Khusus dengan Pelarut,Recycle,"Karena sulit didaur ulang biasa, styrofoam dapat dilarutkan dalam pelarut kimia khusus untuk mengembalikannya ke bentuk polistirena yang bisa dicetak ulang."
Sterofoam,Pembuatan Model Edukasi,Upcycle,"Potongan styrofoam sering digunakan untuk membuat model pelajaran seperti bentuk molekul, tata surya, atau bangunan sejarah di sekolah-sekolah."
Sterofoam,Pengiriman Ulang sebagai Pelindung,Reuse,Styrofoam bisa digunakan kembali untuk membungkus barang elektronik atau pecah belah dalam pengiriman sebagai bantalan pelindung.
